�..Key,Item.Type,Publication.Year,Author,Title,Publication.Title,ISBN,ISSN,DOI,Url,Abstract.Note,Date,Date.Added,Date.Modified,Access.Date,Pages,Num.Pages,Issue,Volume,Number.Of.Volumes,Journal.Abbreviation,Short.Title,Series,Series.Number,Series.Text,Series.Title,Publisher,Place,Language,Rights,Type,Archive,Archive.Location,Library.Catalog,Call.Number,Extra,Notes,File.Attachments,Link.Attachments,Manual.Tags,Automatic.Tags,Editor,Series.Editor,Translator,Contributor,Attorney.Agent,Book.Author,Cast.Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed.Author,Scriptwriter,Words.By,Guest,Number,Edition,Running.Time,Scale,Medium,Artwork.Size,Filing.Date,Application.Number,Assignee,Issuing.Authority,Country,Meeting.Name,Conference.Name,Court,References,Reporter,Legal.Status,Priority.Numbers,Programming.Language,Version,System,Code,Code.Number,Section,Session,Committee,History,Legislative.Body,Cat,Score
DGYUPLCN,journalArticle,2018,"Montwé, David; Isaac-Renton, Miriam; Hamann, Andreas; Spiecker, Heinrich",Cold adaptation recorded in tree rings highlights risks associated with climate change and assisted migration,Nature Communications,,2041-1723,10.1038/s41467-018-04039-5,http://www.nature.com/articles/s41467-018-04039-5,,2018-12,8/14/2020 17:30,8/14/2020 17:30,8/14/2020 17:30,1574,NA,1,9,NA,Nat Commun,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b</p> <p> </p>,/Users/Luke/Zotero/storage/A85BHPAT/Montwé et al. - 2018 - Cold adaptation recorded in tree rings highlights .pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
9DWBDBJT,journalArticle,2017,"Pedlar, John H.; McKenney, Daniel W.",Assessing the anticipated growth response of northern conifer populations to a warming climate,Scientific Reports,,2045-2322,10.1038/srep43881,http://www.nature.com/articles/srep43881,,2017-04,8/14/2020 17:30,8/14/2020 17:30,8/14/2020 17:30,43881,NA,1,7,NA,Sci Rep,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b</p> <p> </p>,/Users/Luke/Zotero/storage/P2HKDMRF/Pedlar and McKenney - 2017 - Assessing the anticipated growth response of north.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
IBFM2CA7,journalArticle,2019,"Browne, Luke; Wright, Jessica W.; Fitz-Gibbon, Sorel; Gugger, Paul F.; Sork, Victoria L.",Adaptational lag to temperature in valley oak ( <i>Quercus lobata</i> ) can be mitigated by genome-informed assisted gene flow,Proceedings of the National Academy of Sciences,,"0027-8424, 1091-6490",10.1073/pnas.1908771116,http://www.pnas.org/lookup/doi/10.1073/pnas.1908771116,"Climate change over the next century is predicted to cause widespread maladaptation in natural systems. This prediction, as well as many sustainable management and conservation practices, assumes that species are adapted to their current climate. However, this assumption is rarely tested. Using a large-scale common garden experiment combined with genome-wide sequencing, we found that valley oak (               Quercus lobata               ), a foundational tree species in California ecosystems, showed a signature of adaptational lag to temperature, with fastest growth rates occurring at cooler temperatures than populations are currently experiencing. Future warming under realistic emissions scenarios was predicted to lead to further maladaptation to temperature and reduction in growth rates for valley oak. We then identified genotypes predicted to grow relatively fast under warmer temperatures and demonstrated that selecting seed sources based on their genotype has the potential to mitigate predicted negative consequences of future climate warming on growth rates in valley oak. These results illustrate that the belief of local adaptation underlying many management and conservation practices, such as using local seed sources for restoration, may not hold for some species. If contemporary adaptational lag is commonplace, we will need new approaches to help alleviate predicted negative consequences of climate warming on natural systems. We present one such approach, “genome-informed assisted gene flow,” which optimally matches individuals to future climates based on genotype–phenotype–environment associations.",12/10/2019,8/14/2020 17:31,8/18/2020 3:38,8/14/2020 17:31,25179-25185,NA,50,116,NA,Proc Natl Acad Sci USA,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - genomic - trait - association</p> <p> </p> <p> </p>,/Users/Luke/Zotero/storage/BV864FL8/Browne et al. - 2019 - Adaptational lag to temperature in valley oak ( i.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
A7MQNQTP,journalArticle,2018,"Stanturf, John A.; Madsen, Palle; Sagheb-Talebi, Khosro; Hansen, Ole K.",Transformational restoration: novel ecosystems in Denmark,Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology,,"1126-3504, 1724-5575",10.1080/11263504.2018.1435586,https://www.tandfonline.com/doi/full/10.1080/11263504.2018.1435586,,5/4/2018,8/14/2020 17:31,8/14/2020 17:31,8/14/2020 17:31,536-546,NA,3,152,NA,Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology,Transformational restoration,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b</p>,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
YQMLDQZB,journalArticle,2019,"Tíscar, Pedro Antonio",Geographical variation in cone traits of <i>Pinus nigra</i> as result of crossbill predation: implications for assisted migration,Forestry: An International Journal of Forest Research,,"0015-752X, 1464-3626",10.1093/forestry/cpy046,https://academic.oup.com/forestry/article/92/2/188/5261212,,4/1/2019,8/14/2020 17:36,8/14/2020 17:36,8/14/2020 17:36,188-195,NA,2,92,NA,,Geographical variation in cone traits of <i>Pinus nigra</i> as result of crossbill predation,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b</p> <p> </p>,/Users/Luke/Zotero/storage/SZXPUEEL/Tíscar - 2019 - Geographical variation in cone traits of Pinus .pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
TJ4DUEZG,journalArticle,2020,"St. Clair, J Bradley; Howe, Glenn T; Kling, Jennifer G",The 1912 Douglas-Fir Heredity Study: Long-Term Effects of Climatic Transfer Distance on Growth and Survival,Journal of Forestry,,"0022-1201, 1938-3746",10.1093/jofore/fvz064,https://academic.oup.com/jof/article/118/1/1/5671613,"Abstract             The 1912 Douglas-Fir Heredity Study is one of the first studies undertaken by the US Forest Service, and one of the first forest genetics studies in North America. The study considers provenance variation of 120 parent trees from 13 seed sources planted at five test sites in the Pacific Northwest. The unique, long-term nature of the study makes it valuable to revisit and consider its biological and historical significance. This analysis considers how far climatically Douglas-fir populations may be moved without incurring unacceptable declines in growth and survival. Results indicate that Douglas-fir seed sources may be moved at least 2° C cooler or warmer and still retain good long-term survival and productivity. However, projected future climate change beyond 2° C may lead to lower survival and productivity. One option to address these concerns is assisted migration; however, if seed sources are moved beyond 2–3° C to a cooler climate in anticipation of warming, or from a more continental to a maritime climate, we are likely to see increased mortality and associated losses in productivity in the near-term. Lessons from this study include: (1) pay attention to good experimental design; we were able to overcome limitations from the design by using new statistical approaches; (2) maladaptation may take time to develop; poorer survival was not evident until more than two decades after planting; and (3) long-term studies may have value for addressing new, unforeseen issues in the future.",1/7/2020,8/14/2020 17:36,8/14/2020 17:36,8/14/2020 17:36,13-Jan,NA,1,118,NA,,The 1912 Douglas-Fir Heredity Study,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b?</p>,/Users/Luke/Zotero/storage/87ADQ7ZW/St. Clair et al. - 2020 - The 1912 Douglas-Fir Heredity Study Long-Term Eff.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
U6U6LG3Y,journalArticle,2012,"Gould, P. J.; Harrington, C. A.; Clair, J. B. S.",Growth phenology of coast Douglas-fir seed sources planted in diverse environments,Tree Physiology,,"0829-318X, 1758-4469",10.1093/treephys/tps106,https://academic.oup.com/treephys/article-lookup/doi/10.1093/treephys/tps106,,12/1/2012,8/14/2020 17:36,8/18/2020 3:38,8/14/2020 17:36,1482-1496,NA,12,32,NA,Tree Physiology,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b</p> <p> </p>,/Users/Luke/Zotero/storage/F4VM9RM9/Gould et al. - 2012 - Growth phenology of coast Douglas-fir seed sources.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
SHRU7RDQ,journalArticle,2015,"Benomar, Lahcen; Lamhamedi, Mohammed S.; Villeneuve, Isabelle; Rainville, André; Beaulieu, Jean; Bousquet, Jean; Margolis, Hank A.",Fine-scale geographic variation in photosynthetic-related traits of <i>Picea glauca</i> seedlings indicates local adaptation to climate,Tree Physiology,,"0829-318X, 1758-4469",10.1093/treephys/tpv054,https://academic.oup.com/treephys/article-lookup/doi/10.1093/treephys/tpv054,,2015-08,8/14/2020 17:37,8/14/2020 17:37,8/14/2020 17:37,864-878,NA,8,35,NA,Tree Physiol,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b</p> <p> </p>,/Users/Luke/Zotero/storage/I5DDB89Q/Benomar et al. - 2015 - Fine-scale geographic variation in photosynthetic-.pdf,NA,NA,NA,"Thomas, Sean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
TQ3P92U4,journalArticle,2019,"Zhu, Yingying; Fu, Songling; Liu, Hua; Wang, Zhaocheng; Chen, Han Y H",Heat stress tolerance determines the survival and growth of introduced Canadian sugar maple in subtropical China,Tree Physiology,,1758-4469,10.1093/treephys/tpy098,https://academic.oup.com/treephys/article/39/3/417/5102483,,3/1/2019,8/14/2020 17:37,8/14/2020 17:37,8/14/2020 17:37,417-426,NA,3,39,NA,,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b</p> <p> </p>,,NA,NA,NA,"Tissue, David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
QZK3FIWY,journalArticle,2015,"Schreiber, Stefan G.; Hacke, Uwe G.; Hamann, Andreas",Variation of xylem vessel diameters across a climate gradient: insight from a reciprocal transplant experiment with a widespread boreal tree,Functional Ecology,,"0269-8463, 1365-2435",10.1111/1365-2435.12455,https://onlinelibrary.wiley.com/doi/abs/10.1111/1365-2435.12455,,2015-11,8/14/2020 17:38,8/14/2020 17:38,8/14/2020 17:38,1392-1401,NA,11,29,NA,Funct Ecol,Variation of xylem vessel diameters across a climate gradient,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b</p>,,NA,NA,NA,"Baltzer, Jennifer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
CRR7KIJK,journalArticle,2013,"Schreiber, Stefan G.; Ding, Chen; Hamann, Andreas; Hacke, Uwe G.; Thomas, Barb R.; Brouard, Jean S.",Frost hardiness vs. growth performance in trembling aspen: an experimental test of assisted migration,Journal of Applied Ecology,,218901,10.1111/1365-2664.12102,http://doi.wiley.com/10.1111/1365-2664.12102,,2013-08,8/14/2020 17:38,8/14/2020 17:38,8/14/2020 17:38,939-949,NA,4,50,NA,J Appl Ecol,Frost hardiness vs. growth performance in trembling aspen,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b</p> <p> </p>,/Users/Luke/Zotero/storage/CDFF5A9L/Schreiber et al. - 2013 - Frost hardiness vs. growth performance in tremblin.pdf,NA,NA,NA,"Saura, Santiago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
2VVVHVKZ,journalArticle,2016,"Martín-Alcón, Santiago; Coll, Lluís; Ameztegui, Aitor",Diversifying sub-Mediterranean pinewoods with oak species in a context of assisted migration: responses to local climate and light environment,Applied Vegetation Science,,14022001,10.1111/avsc.12216,http://doi.wiley.com/10.1111/avsc.12216,,2016-04,8/14/2020 17:39,8/14/2020 17:39,8/14/2020 17:39,254-266,NA,2,19,NA,Appl Veg Sci,Diversifying sub-Mediterranean pinewoods with oak species in a context of assisted migration,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b</p> <p> </p>,/Users/Luke/Zotero/storage/R6GEWD4G/Martín-Alcón et al. - 2016 - Diversifying sub-Mediterranean pinewoods with oak .pdf,NA,NA,NA,"Hermy, Martin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
MGD4Z45T,journalArticle,2017,"Wadgymar, Susana M.; Weis, Arthur E.",Phenological mismatch and the effectiveness of assisted gene flow: Phenology and Assisted Gene Flow,Conservation Biology,,8888892,10.1111/cobi.12877,http://doi.wiley.com/10.1111/cobi.12877,,2017-06,8/14/2020 17:40,8/14/2020 17:40,8/14/2020 17:40,547-558,NA,3,31,NA,Conservation Biology,Phenological mismatch and the effectiveness of assisted gene flow,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b</p> <p> </p>,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
SBIFSMBG,journalArticle,2019,"Chakraborty, Debojyoti; Schueler, Silvio; Lexer, Manfred J.; Wang, Tongli",Genetic trials improve the transfer of Douglas‐fir distribution models across continents,Ecography,,"0906-7590, 1600-0587",10.1111/ecog.03888,https://onlinelibrary.wiley.com/doi/abs/10.1111/ecog.03888,,2019-01,8/14/2020 17:41,8/18/2020 3:38,8/14/2020 17:41,88-101,NA,1,42,NA,Ecography,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b - but a lot of modelling</p> <p> </p>,/Users/Luke/Zotero/storage/7MSAANRV/Chakraborty et al. - 2019 - Genetic trials improve the transfer of Douglas‐fir.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
ESQNNG5N,journalArticle,2015,"Sinclair, Frazer H.; Stone, Graham N.; Nicholls, James A.; Cavers, Stephen; Gibbs, Melanie; Butterill, Philip; Wagner, Stefanie; Ducousso, Alexis; Gerber, Sophie; Petit, Rémy J.; Kremer, Antoine; Schönrogge, Karsten",Impacts of local adaptation of forest trees on associations with herbivorous insects: implications for adaptive forest management,Evolutionary Applications,,17524571,10.1111/eva.12329,http://doi.wiley.com/10.1111/eva.12329,,2015-12,8/14/2020 17:41,8/14/2020 17:41,8/14/2020 17:41,972-987,NA,10,8,NA,Evol Appl,Impacts of local adaptation of forest trees on associations with herbivorous insects,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b</p> <p> </p>,/Users/Luke/Zotero/storage/AFZSAHWW/Sinclair et al. - 2015 - Impacts of local adaptation of forest trees on ass.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
PB4MKY6I,journalArticle,2018,"MacLachlan, Ian R.; Yeaman, Sam; Aitken, Sally N.",Growth gains from selective breeding in a spruce hybrid zone do not compromise local adaptation to climate,Evolutionary Applications,,17524571,10.1111/eva.12525,http://doi.wiley.com/10.1111/eva.12525,,2018-02,8/14/2020 17:41,8/14/2020 17:41,8/14/2020 17:41,166-181,NA,2,11,NA,Evol Appl,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - genomic - trait - association</p> <p> </p>,/Users/Luke/Zotero/storage/IX6FPWC6/MacLachlan et al. - 2018 - Growth gains from selective breeding in a spruce h.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
TX9RHK5U,journalArticle,2018,"Martins, Karina; Gugger, Paul F.; Llanderal-Mendoza, Jesus; González-Rodríguez, Antonio; Fitz-Gibbon, Sorel T.; Zhao, Jian-Li; Rodríguez-Correa, Hernando; Oyama, Ken; Sork, Victoria L.",Landscape genomics provides evidence of climate-associated genetic variation in Mexican populations of <i>Quercus rugosa</i>,Evolutionary Applications,,17524571,10.1111/eva.12684,http://doi.wiley.com/10.1111/eva.12684,,2018-12,8/14/2020 17:41,8/14/2020 17:41,8/14/2020 17:41,1842-1858,NA,10,11,NA,Evol Appl,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - genomics - no trait - association</p> <p> </p>,/Users/Luke/Zotero/storage/QPXB2XE6/Martins et al. - 2018 - Landscape genomics provides evidence of climate-as.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
5J2BA7XA,journalArticle,2019,"Sang, Zihaohan; Sebastian‐Azcona, Jaime; Hamann, Andreas; Menzel, Annette; Hacke, Uwe",Adaptive limitations of white spruce populations to drought imply vulnerability to climate change in its western range,Evolutionary Applications,,"1752-4571, 1752-4571",10.1111/eva.12845,https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.12845,,2019-10,8/14/2020 17:42,8/14/2020 17:42,8/14/2020 17:42,1850-1860,NA,9,12,NA,Evol Appl,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b</p> <p> </p>,/Users/Luke/Zotero/storage/2C6VDEYX/Sang et al. - 2019 - Adaptive limitations of white spruce populations t.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
QHPX9K76,journalArticle,2020,"Mahony, Colin R.; MacLachlan, Ian R.; Lind, Brandon M.; Yoder, Jeremy B.; Wang, Tongli; Aitken, Sally N.",Evaluating genomic data for management of local adaptation in a changing climate: A lodgepole pine case study,Evolutionary Applications,,"1752-4571, 1752-4571",10.1111/eva.12871,https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.12871,,2020-01,8/14/2020 17:42,8/14/2020 17:42,8/14/2020 17:42,116-131,NA,1,13,NA,Evol Appl,Evaluating genomic data for management of local adaptation in a changing climate,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - genomic - trait - association</p> <p> </p>,/Users/Luke/Zotero/storage/88MLKFVG/Mahony et al. - 2020 - Evaluating genomic data for management of local ad.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
KQS8RPQY,journalArticle,2020,"Borrell, James S.; Zohren, Jasmin; Nichols, Richard A.; Buggs, Richard J. A.",Genomic assessment of local adaptation in dwarf birch to inform assisted gene flow,Evolutionary Applications,,"1752-4571, 1752-4571",10.1111/eva.12883,https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.12883,,2020-01,8/14/2020 17:42,8/18/2020 3:38,8/14/2020 17:42,161-175,NA,1,13,NA,Evol Appl,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - genomic - trait - association</p> <p> </p>,/Users/Luke/Zotero/storage/GJM29IL5/Borrell et al. - 2020 - Genomic assessment of local adaptation in dwarf bi.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
M6CVID8Z,journalArticle,2020,"Csilléry, Katalin; Buchmann, Nina; Fady, Bruno","Adaptation to drought is coupled with slow growth, but independent from phenology in marginal silver fir ( <i>Abies alba</i> Mill.) populations",Evolutionary Applications,,"1752-4571, 1752-4571",10.1111/eva.13029,https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.13029,,6/17/2020,8/14/2020 17:42,8/18/2020 3:38,8/14/2020 17:42,eva.13029,NA,,,NA,Evol Appl,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - genomic - trait - association</p> <p> </p> <p> </p>,"/Users/Luke/Zotero/storage/WSIFJ55T/Csilléry et al. - 2020 - Adaptation to drought is coupled with slow growth,.pdf",NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
FXL9XDUD,journalArticle,2015,"Bansal, Sheel; St. Clair, J. Bradley; Harrington, Constance A.; Gould, Peter J.",Impact of climate change on cold hardiness of Douglas-fir ( <i>Pseudotsuga menziesii</i> ): environmental and genetic considerations,Global Change Biology,,13541013,10.1111/gcb.12958,http://doi.wiley.com/10.1111/gcb.12958,,2015-10,8/14/2020 17:42,8/14/2020 17:42,8/14/2020 17:42,3814-3826,NA,10,21,NA,Glob Change Biol,Impact of climate change on cold hardiness of Douglas-fir ( <i>Pseudotsuga menziesii</i> ),NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b</p> <p> </p>,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
HTZ8K3FJ,journalArticle,2016,"Montwé, David; Isaac-Renton, Miriam; Hamann, Andreas; Spiecker, Heinrich",Drought tolerance and growth in populations of a wide-ranging tree species indicate climate change risks for the boreal north,Global Change Biology,,13541013,10.1111/gcb.13123,http://doi.wiley.com/10.1111/gcb.13123,,2016-02,8/14/2020 17:42,8/14/2020 17:42,8/14/2020 17:42,806-815,NA,2,22,NA,Glob Change Biol,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b</p> <p> </p>,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
BX4R5WX4,journalArticle,2017,"Ikeda, Dana H.; Max, Tamara L.; Allan, Gerard J.; Lau, Matthew K.; Shuster, Stephen M.; Whitham, Thomas G.",Genetically informed ecological niche models improve climate change predictions,Global Change Biology,,13541013,10.1111/gcb.13470,http://doi.wiley.com/10.1111/gcb.13470,,2017-01,8/14/2020 17:42,8/18/2020 3:38,8/14/2020 17:42,164-176,NA,1,23,NA,Glob Change Biol,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - no trait - no association</p> <p> </p>,/Users/Luke/Zotero/storage/I6MYI7M4/Ikeda et al. - 2017 - Genetically informed ecological niche models impro.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
IP45YHTY,journalArticle,2008,"ONeill, Gregory A.; Hamann, Andreas; Wang, Tongli",Accounting for population variation improves estimates of the impact of climate change on species growth and distribution,Journal of Applied Ecology,,"00218901, 13652664",10.1111/j.1365-2664.2008.01472.x,http://doi.wiley.com/10.1111/j.1365-2664.2008.01472.x,,2008-08,8/14/2020 17:43,8/14/2020 17:43,8/14/2020 17:43,1040-1049,NA,4,45,NA,,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3b</p> <p> </p>,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,0
