"�..Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body","Cat","Score"
"7CNHBPZR","journalArticle",2020,"Pietruszka, Mariusz A.","Chemical Potential-Induced Wall State Transitions in Plant Cell Growth","Journal of Plant Growth Regulation",NA,"0721-7595, 1435-8107","10.1007/s00344-019-10026-x","http://link.springer.com/10.1007/s00344-019-10026-x","","2020-06","8/14/2020 17:22","8/14/2020 17:22","8/14/2020 17:22","841-866",NA,"2","39",NA,"J Plant Growth Regul","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","C:\Users\trase\Zotero\storage\3JUNCI4N\Pietruszka - 2020 - Chemical Potential-Induced Wall State Transitions .pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"P6M7PM9V","journalArticle",2013,"Rohr, Jason R.; Johnson, Philip; Hickey, Christopher W.; Helm, Roger C.; Fritz, Alyce; Brasfield, Sandra","Implications of global climate change for natural resource damage assessment, restoration, and rehabilitation","Environmental Toxicology and Chemistry",NA,"7307268","10.1002/etc.2036","http://doi.wiley.com/10.1002/etc.2036","","2013-01","8/14/2020 17:21","8/14/2020 17:21","8/14/2020 17:21","93-101",NA,"1","32",NA,"Environmental Toxicology and Chemistry","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","C:\Users\trase\Zotero\storage\K6SEXVIS\Rohr et al. - 2013 - Implications of global climate change for natural .pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"JL7HMAA6","journalArticle",2016,"Fahey, Robert T.","Variation in responsiveness of woody plant leaf out phenology to anomalous spring onset","Ecosphere",NA,"21508925","10.1002/ecs2.1209","http://doi.wiley.com/10.1002/ecs2.1209","","2016-02","8/14/2020 17:21","8/14/2020 17:21","8/14/2020 17:21","",NA,"2","7",NA,"Ecosphere","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,NA,"C:\Users\trase\Zotero\storage\SGNADYGN\Fahey - 2016 - Variation in responsiveness of woody plant leaf ou.pdf",NA,NA,NA,"Peters, D. P. C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants",NA
"98WJ29D5","journalArticle",2019,"Barnes, Jessica Cavin; Delborne, Jason A.","Rethinking restoration targets for American chestnut using species distribution modeling","Biodiversity and Conservation",NA,"0960-3115, 1572-9710","10.1007/s10531-019-01814-8","http://link.springer.com/10.1007/s10531-019-01814-8","","2019-10","8/14/2020 17:23","8/14/2020 17:23","8/14/2020 17:23","3199-3220",NA,"12","28",NA,"Biodivers Conserv","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"K4B6VNXT","journalArticle",2018,"Peterson St-Laurent, Guillaume; Hagerman, Shannon; Kozak, Robert","What risks matter? Public views about assisted migration and other climate-adaptive reforestation strategies","Climatic Change",NA,"0165-0009, 1573-1480","10.1007/s10584-018-2310-3","http://link.springer.com/10.1007/s10584-018-2310-3","","2018-12","8/14/2020 17:23","8/14/2020 17:23","8/14/2020 17:23","573-587",NA,"4-Mar","151",NA,"Climatic Change","What risks matter?",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,NA,"C:\Users\trase\Zotero\storage\PQGZ5AKK\Peterson St-Laurent et al. - 2018 - What risks matter Public views about assisted mig.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants",NA
"BSHQ3WST","journalArticle",2018,"Park, Andrew; Talbot, Carolyn; Smith, Ryan","Trees for tomorrow: an evaluation framework to assess potential candidates for assisted migration to Manitoba’s forests","Climatic Change",NA,"0165-0009, 1573-1480","10.1007/s10584-018-2201-7","http://link.springer.com/10.1007/s10584-018-2201-7","","2018-06","8/14/2020 17:23","8/14/2020 17:23","8/14/2020 17:23","591-606",NA,"4","148",NA,"Climatic Change","Trees for tomorrow",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,NA,"C:\Users\trase\Zotero\storage\FA5TNHYT\Park et al. - 2018 - Trees for tomorrow an evaluation framework to ass.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants",NA
"ILBJ6EAN","journalArticle",2012,"Moir, Melinda L.; Vesk, Peter A.; Brennan, Karl E. C.; Hughes, Lesley; Keith, David A.; McCarthy, Michael A.; Coates, David J.; Barrett, Sarah","A preliminary assessment of changes in plant-dwelling insects when threatened plants are translocated","Journal of Insect Conservation",NA,"1366-638X, 1572-9753","10.1007/s10841-011-9422-7","http://link.springer.com/10.1007/s10841-011-9422-7","","2012-06","8/14/2020 17:24","8/14/2020 17:24","8/14/2020 17:24","367-377",NA,"3","16",NA,"J Insect Conserv","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"H97BCJVY","journalArticle",2012,"Pautasso, Marco; Döring, Thomas F.; Garbelotto, Matteo; Pellis, Lorenzo; Jeger, Mike J.","Impacts of climate change on plant diseases—opinions and trends","European Journal of Plant Pathology",NA,"0929-1873, 1573-8469","10.1007/s10658-012-9936-1","http://link.springer.com/10.1007/s10658-012-9936-1","","2012-05","8/14/2020 17:24","8/14/2020 17:24","8/14/2020 17:24","295-313",NA,"1","133",NA,"Eur J Plant Pathol","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,NA,"C:\Users\trase\Zotero\storage\57HWGLUN\Pautasso et al. - 2012 - Impacts of climate change on plant diseases—opinio.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants",NA
"R9WXXAUG","journalArticle",2016,"Prasad, Anantha M.; Iverson, Louis R.; Matthews, Stephen N.; Peters, Matthew P.","A multistage decision support framework to guide tree species management under climate change via habitat suitability and colonization models, and a knowledge-based scoring system","Landscape Ecology",NA,"0921-2973, 1572-9761","10.1007/s10980-016-0369-7","http://link.springer.com/10.1007/s10980-016-0369-7","","2016-11","8/14/2020 17:24","8/14/2020 17:24","8/14/2020 17:24","2187-2204",NA,"9","31",NA,"Landscape Ecol","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants",NA
"JD7V8UJT","journalArticle",2013,"Iverson, Louis R.; McKenzie, Donald","Tree-species range shifts in a changing climate: detecting, modeling, assisting","Landscape Ecology",NA,"0921-2973, 1572-9761","10.1007/s10980-013-9885-x","http://link.springer.com/10.1007/s10980-013-9885-x","","2013-05","8/14/2020 17:24","8/18/2020 3:38","8/14/2020 17:24","879-889",NA,"5","28",NA,"Landscape Ecol","Tree-species range shifts in a changing climate",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants",NA
"94ECUUEB","journalArticle",2018,"Spathelf, Peter; Stanturf, John; Kleine, Michael; Jandl, Robert; Chiatante, Donato; Bolte, Andreas","Adaptive measures: integrating adaptive forest management and forest landscape restoration","Annals of Forest Science",NA,"1286-4560, 1297-966X","10.1007/s13595-018-0736-4","http://link.springer.com/10.1007/s13595-018-0736-4","","2018-06","8/14/2020 17:25","8/14/2020 17:25","8/14/2020 17:25","55, s13595-018-0736-4",NA,"2","75",NA,"Annals of Forest Science","Adaptive measures",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","C:\Users\trase\Zotero\storage\SA3LE3XX\Spathelf et al. - 2018 - Adaptive measures integrating adaptive forest man.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"X8Z2K3EP","journalArticle",2014,"Smith, Paul L.","Lichen translocation with reference to species conservation and habitat restoration","Symbiosis",NA,"0334-5114, 1878-7665","10.1007/s13199-014-0269-z","http://link.springer.com/10.1007/s13199-014-0269-z","","2014-01","8/14/2020 17:25","8/14/2020 17:25","8/14/2020 17:25","17-28",NA,"1","62",NA,"Symbiosis","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"KHKWYBIU","journalArticle",2019,"Castaldi, Cristiano; Marchi, Maurizio; Vacchiano, Giorgio; Corona, Piermaria","Douglas-fir climate sensitivity at two contrasting sites along the southern limit of the European planting range","Journal of Forestry Research",NA,"1007-662X, 1993-0607","10.1007/s11676-019-01041-5","http://link.springer.com/10.1007/s11676-019-01041-5","","10/3/2019","8/14/2020 17:25","8/18/2020 3:38","8/14/2020 17:25","",NA,"",NA,NA,"J. For. Res.","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","C:\Users\trase\Zotero\storage\5UG8W6GH\Castaldi et al. - 2019 - Douglas-fir climate sensitivity at two contrasting.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"5JXHRGGH","journalArticle",2016,"Reiter, Noushka; Whitfield, Julie; Pollard, Gail; Bedggood, Wendy; Argall, Mary; Dixon, Kingsley; Davis, Belinda; Swarts, Nigel","Orchid re-introductions: an evaluation of success and ecological considerations using key comparative studies from Australia","Plant Ecology",NA,"1385-0237, 1573-5052","10.1007/s11258-015-0561-x","http://link.springer.com/10.1007/s11258-015-0561-x","","2016-01","8/14/2020 17:24","8/14/2020 17:24","8/14/2020 17:24","81-95",NA,"1","217",NA,"Plant Ecol","Orchid re-introductions",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"G8GKH2CC","journalArticle",2016,"Wendelberger, Kristie S.; Maschinski, Joyce","Assessing microsite and regeneration niche preferences through experimental reintroduction of the rare plant Tephrosia angustissima var. corallicola","Plant Ecology",NA,"1385-0237, 1573-5052","10.1007/s11258-015-0521-5","http://link.springer.com/10.1007/s11258-015-0521-5","","2016-02","8/14/2020 17:24","8/14/2020 17:24","8/14/2020 17:24","155-167",NA,"2","217",NA,"Plant Ecol","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"VMGC2AZN","journalArticle",2016,"Ren, Hai; Wang, Jun; Liu, Hong; Yuan, Lianlian; Xu, Yi; Zhang, Qianmei; Yu, Hui; Luo, Jian","Conservation introduction resulted in similar reproductive success of Camellia changii compared with augmentation","Plant Ecology",NA,"1385-0237, 1573-5052","10.1007/s11258-015-0515-3","http://link.springer.com/10.1007/s11258-015-0515-3","","2016-02","8/14/2020 17:24","8/14/2020 17:24","8/14/2020 17:24","219-228",NA,"2","217",NA,"Plant Ecol","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"DRBSWJXP","journalArticle",2019,"Boulanger, Yan; Arseneault, Dominique; Boucher, Yan; Gauthier, Sylvie; Cyr, Dominic; Taylor, Anthony R.; Price, David T.; Dupuis, Sébastien","Climate change will affect the ability of forest management to reduce gaps between current and presettlement forest composition in southeastern Canada","Landscape Ecology",NA,"0921-2973, 1572-9761","10.1007/s10980-018-0761-6","http://link.springer.com/10.1007/s10980-018-0761-6","","2019-01","8/14/2020 17:24","8/18/2020 3:38","8/14/2020 17:24","159-174",NA,"1","34",NA,"Landscape Ecol","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"RPQJH3IG","journalArticle",2010,"Ogawa-Onishi, Yuko; Berry, Pam M.; Tanaka, Nobuyuki","Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers","Biological Conservation",NA,"63207","10.1016/j.biocon.2010.04.021","https://linkinghub.elsevier.com/retrieve/pii/S0006320710001655","","2010-07","8/14/2020 17:25","8/14/2020 17:25","8/14/2020 17:25","1728-1736",NA,"7","143",NA,"Biological Conservation","Assessing the potential impacts of climate change and their conservation implications in Japan",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"YCIQB6BU","journalArticle",2012,"Van der Veken, Sebastiaan; De Frenne, Pieter; Baeten, Lander; Van Beek, Eric; Verheyen, Kris; Hermy, Martin","Experimental assessment of the survival and performance of forest herbs transplanted beyond their range limit","Basic and Applied Ecology",NA,"14391791","10.1016/j.baae.2011.10.007","https://linkinghub.elsevier.com/retrieve/pii/S1439179111001393","","2012-02","8/14/2020 17:25","8/14/2020 17:25","8/14/2020 17:25","19-Oct",NA,"1","13",NA,"Basic and Applied Ecology","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"YZ98L6HP","journalArticle",2013,"Pautasso, Marco; Aas, Gregor; Queloz, Valentin; Holdenrieder, Ottmar","European ash (Fraxinus excelsior) dieback – A conservation biology challenge","Biological Conservation",NA,"63207","10.1016/j.biocon.2012.08.026","https://linkinghub.elsevier.com/retrieve/pii/S0006320712003813","","2013-02","8/14/2020 17:25","8/14/2020 17:25","8/14/2020 17:25","37-49",NA,"","158",NA,"Biological Conservation","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"JKVFZLWD","journalArticle",2013,"Mekasha, Aklilu; Nigatu, Lisanework; Tesfaye, Kindie; Duncan, Alan J.","Modeling the response of tropical highland herbaceous grassland species to climate change: The case of the Arsi Mountains of Ethiopia","Biological Conservation",NA,"63207","10.1016/j.biocon.2013.09.020","https://linkinghub.elsevier.com/retrieve/pii/S0006320713003376","","2013-12","8/14/2020 17:25","8/14/2020 17:25","8/14/2020 17:25","169-175",NA,"","168",NA,"Biological Conservation","Modeling the response of tropical highland herbaceous grassland species to climate change",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","C:\Users\trase\Zotero\storage\BU2NQDK3\Mekasha et al. - 2013 - Modeling the response of tropical highland herbace.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"L9F758IN","journalArticle",2010,"Woodall, C.W.; Nowak, D.J.; Liknes, G.C.; Westfall, J.A.","Assessing the potential for urban trees to facilitate forest tree migration in the eastern United States","Forest Ecology and Management",NA,"3781127","10.1016/j.foreco.2010.01.018","https://linkinghub.elsevier.com/retrieve/pii/S0378112710000241","","2010-03","8/14/2020 17:26","8/14/2020 17:26","8/14/2020 17:26","1447-1454",NA,"8","259",NA,"Forest Ecology and Management","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"HPUAERNJ","journalArticle",2009,"Valle-Díaz, Oscar; Blanco-García, Arnulfo; Bonfil, Consuleo; Paz, Horacio; Lindig-Cisneros, Roberto","Altitudinal range shift detected through seedling survival of Ceiba aesculifolia in an area under the influence of an urban heat island","Forest Ecology and Management",NA,"3781127","10.1016/j.foreco.2009.07.001","https://linkinghub.elsevier.com/retrieve/pii/S0378112709004770","","2009-09","8/14/2020 17:26","8/14/2020 17:26","8/14/2020 17:26","1511-1515",NA,"7","258",NA,"Forest Ecology and Management","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"UBP73WW5","journalArticle",2019,"Pecchi, Matteo; Marchi, Maurizio; Burton, Vanessa; Giannetti, Francesca; Moriondo, Marco; Bernetti, Iacopo; Bindi, Marco; Chirici, Gherardo","Species distribution modelling to support forest management. A literature review","Ecological Modelling",NA,"3043800","10.1016/j.ecolmodel.2019.108817","https://linkinghub.elsevier.com/retrieve/pii/S0304380019303254","","2019-11","8/14/2020 17:26","8/14/2020 17:26","8/14/2020 17:26","108817",NA,"","411",NA,"Ecological Modelling","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants",NA
"QD85ITKY","journalArticle",2017,"Matisons, Roberts; Puriņa, Līga; Adamovičs, Andis; Robalte, Linda; Jansons, Āris","European beech in its northeasternmost stands in Europe: Varying climate-growth relationships among generations and diameter classes","Dendrochronologia",NA,"11257865","10.1016/j.dendro.2017.08.004","https://linkinghub.elsevier.com/retrieve/pii/S1125786517300590","","2017-10","8/14/2020 17:26","8/14/2020 17:26","8/14/2020 17:26","123-131",NA,"","45",NA,"Dendrochronologia","European beech in its northeasternmost stands in Europe",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants",NA
"ZGNG7S55","journalArticle",2013,"Day, J. Kenneth; Pérez, David Manuel","Reducing uncertainty and risk through forest management planning in British Columbia","Forest Ecology and Management",NA,"3781127","10.1016/j.foreco.2012.11.035","https://linkinghub.elsevier.com/retrieve/pii/S0378112712007116","","2013-07","8/14/2020 17:27","8/18/2020 3:38","8/14/2020 17:27","117-124",NA,"","300",NA,"Forest Ecology and Management","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"FVGJH7WP","journalArticle",2018,"Vilà-Cabrera, Albert; Coll, Lluís; Martínez-Vilalta, Jordi; Retana, Javier","Forest management for adaptation to climate change in the Mediterranean basin: A synthesis of evidence","Forest Ecology and Management",NA,"3781127","10.1016/j.foreco.2017.10.021","https://linkinghub.elsevier.com/retrieve/pii/S0378112717313300","","2018-01","8/14/2020 17:27","8/14/2020 17:27","8/14/2020 17:27","16-22",NA,"","407",NA,"Forest Ecology and Management","Forest management for adaptation to climate change in the Mediterranean basin",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"1","C:\Users\trase\Zotero\storage\VBFZSURL\Vilà-Cabrera et al. - 2018 - Forest management for adaptation to climate change.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","1"
"2ARNX9UZ","journalArticle",2015,"Yang, Jing; Pedlar, John H.; McKenney, Daniel W.; Weersink, Alfons","The development of universal response functions to facilitate climate-smart regeneration of black spruce and white pine in Ontario, Canada","Forest Ecology and Management",NA,"3781127","10.1016/j.foreco.2014.12.001","https://linkinghub.elsevier.com/retrieve/pii/S0378112714007087","","2015-03","8/14/2020 17:27","8/14/2020 17:27","8/14/2020 17:27","34-43",NA,"","339",NA,"Forest Ecology and Management","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants",NA
