"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QHPX9K76","journalArticle","2020","Mahony, Colin R.; MacLachlan, Ian R.; Lind, Brandon M.; Yoder, Jeremy B.; Wang, Tongli; Aitken, Sally N.","Evaluating genomic data for management of local adaptation in a changing climate: A lodgepole pine case study","Evolutionary Applications","","1752-4571, 1752-4571","10.1111/eva.12871","https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.12871","","2020-01","2020-08-14 17:42:14","2020-08-14 17:42:14","2020-08-14 17:42:14","116-131","","1","13","","Evol Appl","Evaluating genomic data for management of local adaptation in a changing climate","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a</p> <p> </p>","C:\Users\trase\Zotero\storage\88MLKFVG\Mahony et al. - 2020 - Evaluating genomic data for management of local ad.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2XT837P","journalArticle","2019","Milesi, Pascal; Berlin, Mats; Chen, Jun; Orsucci, Marion; Li, Lili; Jansson, Gunnar; Karlsson, Bo; Lascoux, Martin","Assessing the potential for assisted gene flow using past introduction of Norway spruce in southern Sweden: Local adaptation and genetic basis of quantitative traits in trees","Evolutionary Applications","","1752-4571, 1752-4571","10.1111/eva.12855","https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.12855","","2019-12","2020-08-14 17:42:11","2020-08-14 17:42:11","2020-08-14 17:42:11","1946-1959","","10","12","","Evol Appl","Assessing the potential for assisted gene flow using past introduction of Norway spruce in southern Sweden","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>4a</p> <p> </p> <p> </p>","C:\Users\trase\Zotero\storage\VGVA8HAZ\Milesi et al. - 2019 - Assessing the potential for assisted gene flow usi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5J2BA7XA","journalArticle","2019","Sang, Zihaohan; Sebastian‐Azcona, Jaime; Hamann, Andreas; Menzel, Annette; Hacke, Uwe","Adaptive limitations of white spruce populations to drought imply vulnerability to climate change in its western range","Evolutionary Applications","","1752-4571, 1752-4571","10.1111/eva.12845","https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.12845","","2019-10","2020-08-14 17:42:08","2020-08-14 17:42:08","2020-08-14 17:42:08","1850-1860","","9","12","","Evol Appl","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\2C6VDEYX\Sang et al. - 2019 - Adaptive limitations of white spruce populations t.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TX9RHK5U","journalArticle","2018","Martins, Karina; Gugger, Paul F.; Llanderal-Mendoza, Jesus; González-Rodríguez, Antonio; Fitz-Gibbon, Sorel T.; Zhao, Jian-Li; Rodríguez-Correa, Hernando; Oyama, Ken; Sork, Victoria L.","Landscape genomics provides evidence of climate-associated genetic variation in Mexican populations of <i>Quercus rugosa</i>","Evolutionary Applications","","17524571","10.1111/eva.12684","http://doi.wiley.com/10.1111/eva.12684","","2018-12","2020-08-14 17:41:52","2020-08-14 17:41:52","2020-08-14 17:41:52","1842-1858","","10","11","","Evol Appl","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a</p> <p> </p>","C:\Users\trase\Zotero\storage\QPXB2XE6\Martins et al. - 2018 - Landscape genomics provides evidence of climate-as.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PB4MKY6I","journalArticle","2018","MacLachlan, Ian R.; Yeaman, Sam; Aitken, Sally N.","Growth gains from selective breeding in a spruce hybrid zone do not compromise local adaptation to climate","Evolutionary Applications","","17524571","10.1111/eva.12525","http://doi.wiley.com/10.1111/eva.12525","","2018-02","2020-08-14 17:41:43","2020-08-14 17:41:43","2020-08-14 17:41:43","166-181","","2","11","","Evol Appl","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a</p> <p> </p>","C:\Users\trase\Zotero\storage\IX6FPWC6\MacLachlan et al. - 2018 - Growth gains from selective breeding in a spruce h.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESQNNG5N","journalArticle","2015","Sinclair, Frazer H.; Stone, Graham N.; Nicholls, James A.; Cavers, Stephen; Gibbs, Melanie; Butterill, Philip; Wagner, Stefanie; Ducousso, Alexis; Gerber, Sophie; Petit, Rémy J.; Kremer, Antoine; Schönrogge, Karsten","Impacts of local adaptation of forest trees on associations with herbivorous insects: implications for adaptive forest management","Evolutionary Applications","","17524571","10.1111/eva.12329","http://doi.wiley.com/10.1111/eva.12329","","2015-12","2020-08-14 17:41:33","2020-08-14 17:41:33","2020-08-14 17:41:33","972-987","","10","8","","Evol Appl","Impacts of local adaptation of forest trees on associations with herbivorous insects","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\AFZSAHWW\Sinclair et al. - 2015 - Impacts of local adaptation of forest trees on ass.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9PYKVNV","journalArticle","2016","Aitken, Sally N.; Bemmels, Jordan B.","Time to get moving: assisted gene flow of forest trees","Evolutionary Applications","","17524571","10.1111/eva.12293","http://doi.wiley.com/10.1111/eva.12293","","2016-01","2020-08-14 17:41:28","2020-08-14 17:41:28","2020-08-14 17:41:28","271-290","","1","9","","Evol Appl","Time to get moving","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5 - highlight the importance of genetic data for assisted migration</p>","C:\Users\trase\Zotero\storage\VA5EI2IB\Aitken and Bemmels - 2016 - Time to get moving assisted gene flow of forest t.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SBIFSMBG","journalArticle","2019","Chakraborty, Debojyoti; Schueler, Silvio; Lexer, Manfred J.; Wang, Tongli","Genetic trials improve the transfer of Douglas‐fir distribution models across continents","Ecography","","0906-7590, 1600-0587","10.1111/ecog.03888","https://onlinelibrary.wiley.com/doi/abs/10.1111/ecog.03888","","2019-01","2020-08-14 17:41:12","2020-08-18 03:38:39","2020-08-14 17:41:12","88-101","","1","42","","Ecography","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b? but a lot of modelling</p> <p> </p>","C:\Users\trase\Zotero\storage\7MSAANRV\Chakraborty et al. - 2019 - Genetic trials improve the transfer of Douglas‐fir.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BPEW45XP","journalArticle","2017","Krapek, John; Hennon, Paul E.; D'Amore, David V.; Buma, Brian","Despite available habitat at range edge, yellow-cedar migration is punctuated with a past pulse tied to colder conditions","Diversity and Distributions","","13669516","10.1111/ddi.12630","http://doi.wiley.com/10.1111/ddi.12630","","2017-12","2020-08-14 17:40:51","2020-08-18 03:38:40","2020-08-14 17:40:51","1381-1392","","12","23","","Divers Distrib","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2</p> <p>&nbsp;</p>","C:\Users\trase\Zotero\storage\XYMEJXNG\Krapek et al. - 2017 - Despite available habitat at range edge, yellow-ce.pdf","","","","Ibáñez, Inés","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MGD4Z45T","journalArticle","2017","Wadgymar, Susana M.; Weis, Arthur E.","Phenological mismatch and the effectiveness of assisted gene flow: Phenology and Assisted Gene Flow","Conservation Biology","","08888892","10.1111/cobi.12877","http://doi.wiley.com/10.1111/cobi.12877","","2017-06","2020-08-14 17:40:15","2020-08-14 17:40:15","2020-08-14 17:40:15","547-558","","3","31","","Conservation Biology","Phenological mismatch and the effectiveness of assisted gene flow","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F2UCHZJB","journalArticle","2018","Chhin, Sophan; Zalesny, Ronald S.; Parker, William C.; Brissette, John","Dendroclimatic analysis of white pine (Pinus strobus L.) using long-term provenance test sites across eastern North America","Forest Ecosystems","","2197-5620","10.1186/s40663-018-0136-0","https://forestecosyst.springeropen.com/articles/10.1186/s40663-018-0136-0","","2018-12","2020-08-14 17:46:41","2020-08-18 03:38:39","2020-08-14 17:46:41","18","","1","5","","For. Ecosyst.","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\D4AHZBJP\Chhin et al. - 2018 - Dendroclimatic analysis of white pine (Pinus strob.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZ5N7ZKI","journalArticle","2017","Thomas, Evert; Tovar, Eduardo; Villafañe, Carolina; Bocanegra, José Leonardo; Moreno, Rodrigo","Distribution, genetic diversity and potential spatiotemporal scale of alien gene flow in crop wild relatives of rice (Oryza spp.) in Colombia","Rice","","1939-8425, 1939-8433","10.1186/s12284-017-0150-9","http://thericejournal.springeropen.com/articles/10.1186/s12284-017-0150-9","","2017-12","2020-08-14 17:46:22","2020-08-15 18:21:02","2020-08-14 17:46:22","13","","1","10","","Rice","","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>3a</p> <p> </p>","C:\Users\trase\Zotero\storage\D6379XZC\Thomas et al. - 2017 - Distribution, genetic diversity and potential spat.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZQ4H9YZ2","journalArticle","2015","McKenney, Daniel W.; Pedlar, John H.; Yang, Jing; Weersink, Alfons; Lawrence, Glenn","An economic analysis of seed source options under a changing climate for black spruce and white pine in Ontario, Canada","Canadian Journal of Forest Research","","0045-5067, 1208-6037","10.1139/cjfr-2015-0051","http://www.nrcresearchpress.com/doi/10.1139/cjfr-2015-0051","We present a model that maps the net present value (NPV) associated with planting black spruce (Picea mariana (Mill.) Britton, Sterns & Poggenb.) and white pine (Pinus strobus L.) seed sources across a study area centred on Ontario, Canada. The model accounts for climate change through the use of universal response functions, which (in principle) predict the growth of any seed source under any climatic conditions. We demonstrated the use of the model for two locations in northern Ontario; both species exhibited significant variation in NPV across the study area and significant gains associated with climate-smart seed movements. For example, the NPV associated with potential white pine seed sources varied by more than $1500·ha               −1               for a planting site at North Bay, Ontario. We also compared the NPV maps with climate similarity maps to examine the degree to which simple climate matching can act as a proxy for the detailed genecology relationships contained in the universal response functions. Overall, the climate similarity maps were well-correlated with the NPV maps; however, there was poor agreement regarding white pine seed deployment from North Bay, for which the two approaches identified opposite seed transfer directions. We propose that this situation can arise when species show strong adaptation to a central climatic optimum.","2015-10","2020-08-14 17:46:01","2020-08-15 18:21:04","2020-08-14 17:46:01","1248-1257","","10","45","","Can. J. For. Res.","","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>3b</p> <p> </p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3VLKAUGB","journalArticle","2014","Kranabetter, J.M.","Ectomycorrhizal fungi and the nitrogen economy of conifers — implications for genecology and climate change mitigation","Botany","","1916-2790, 1916-2804","10.1139/cjb-2013-0198","http://www.nrcresearchpress.com/doi/10.1139/cjb-2013-0198","The nitrogen (N) economy of conifers is hypothesized to reflect three spatially defined and interacting sources of variability in forest nutrition. These include the physiological adaptations of the host tree (N uptake capacities among populations), matched to the particular amount and nature of soil N supply (organic N, NH               4               +               , and NO               3               –               ), as mediated by communities of site-adapted ectomycorrhizal (EM) fungi. The spatial attributes of an N economy may vary considerably over the ranges of tree species because of wide gradients in climate and soil fertility, underpinning a potentially important aspect of conifer genecology with implications for climate change mitigation. The evidence for an intersection of N supply with host demand, as mediated by EM fungi, will be briefly reviewed and then evaluated in light of assisted migration studies involving provenance trials of coastal Douglas-fir (Pseudotsuga menziesii (Mirb.) Franco var. menziesii) in southwestern British Columbia. The trials were established across a wide range of site types, and so they provide valuable data on host response to gradations in soil N supply and interactions with local EM fungal communities. Preliminary results and knowledge gaps will be discussed under the framework of an N economy and management of forest genetic resources.","2014-06","2020-08-14 17:45:58","2020-08-18 03:38:40","2020-08-14 17:45:58","417-423","","6","92","","Botany","","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INPQMD7G","journalArticle","2020","Axelsson, E. Petter; Grady, Kevin C.; Lardizabal, Maria L. T.; Nair, Ignatius B. S.; Rinus, Daideth; Ilstedt, Ulrik","A pre‐adaptive approach for tropical forest restoration during climate change using naturally occurring genetic variation in response to water limitation","Restoration Ecology","","1061-2971, 1526-100X","10.1111/rec.13030","https://onlinelibrary.wiley.com/doi/abs/10.1111/rec.13030","","2020-01","2020-08-14 17:45:28","2020-08-15 18:21:19","2020-08-14 17:45:28","156-165","","1","28","","Restor Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>3b</p> <p> </p> <p> </p>","C:\Users\trase\Zotero\storage\BCP86VFC\Axelsson et al. - 2020 - A pre‐adaptive approach for tropical forest restor.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q46RV9JV","journalArticle","2019","Mahoney, Sean M.; Mike, Jesse B.; Parker, Jackie M.; Lassiter, Linda S.; Whitham, Thomas G.","Selection for genetics-based architecture traits in a native cottonwood negatively affects invasive tamarisk in a restoration field trial: Cottonwood architecture negatively affects invasive tamarisk","Restoration Ecology","","10612971","10.1111/rec.12840","http://doi.wiley.com/10.1111/rec.12840","","2019-01","2020-08-14 17:45:26","2020-08-15 18:21:20","2020-08-14 17:45:26","15-22","","1","27","","Restor Ecol","Selection for genetics-based architecture traits in a native cottonwood negatively affects invasive tamarisk in a restoration field trial","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b - did not do genetics themselves but refer to previous studies that the plants growth form is in part genetically influenced and thus, choose plants of different growth forms for their experiment</p>","C:\Users\trase\Zotero\storage\U8KW7GXW\Mahoney et al. - 2019 - Selection for genetics-based architecture traits i.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YTZ5LUH7","journalArticle","2015","Grady, Kevin C.; Kolb, Thomas E.; Ikeda, Dana H.; Whitham, Thomas G.","A bridge too far: cold and pathogen constraints to assisted migration of riparian forests: Assisted migration in riparian restoration","Restoration Ecology","","10612971","10.1111/rec.12245","http://doi.wiley.com/10.1111/rec.12245","","2015-11","2020-08-14 17:45:16","2020-08-18 03:38:39","2020-08-14 17:45:16","811-820","","6","23","","Restor Ecol","A bridge too far","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>3b</p> <p> </p> <p> </p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99ACP63T","journalArticle","2013","Benito-Garzón, Marta; Ha-Duong, Minh; Frascaria-Lacoste, Nathalie; Fernández-Manjarrés, Juan","Habitat Restoration and Climate Change: Dealing with Climate Variability, Incomplete Data, and Management Decisions with Tree Translocations: Climate Variability and Tree Translocations","Restoration Ecology","","10612971","10.1111/rec.12032","http://doi.wiley.com/10.1111/rec.12032","","2013-09","2020-08-14 17:45:15","2020-08-14 17:45:15","2020-08-14 17:45:15","530-536","","5","21","","Restor Ecol","Habitat Restoration and Climate Change","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5 - opinion</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRNXNILC","journalArticle","2015","Taeger, S.; Sparks, T. H.; Menzel, A.","Effects of temperature and drought manipulations on seedlings of Scots pine provenances","Plant Biology","","14358603","10.1111/plb.12245","http://doi.wiley.com/10.1111/plb.12245","","2015-03","2020-08-14 17:45:13","2020-08-14 17:45:13","2020-08-14 17:45:13","361-372","","2","17","","Plant Biol J","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","","","","","Rennenberg, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q7UUZVFN","journalArticle","2015","Way, Danielle A.; Montgomery, Rebecca A.","Photoperiod constraints on tree phenology, performance and migration in a warming world: Photoperiod limits on tree climate responses","Plant, Cell & Environment","","01407791","10.1111/pce.12431","http://doi.wiley.com/10.1111/pce.12431","","2015-09","2020-08-14 17:45:12","2020-08-14 17:45:12","2020-08-14 17:45:12","1725-1736","","9","38","","Plant Cell Environ","Photoperiod constraints on tree phenology, performance and migration in a warming world","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YHEZ7AAH","journalArticle","2020","Patsiou, Theofania S.; Shestakova, Tatiana A.; Klein, Tamir; Matteo, Giovanni; Sbay, Hassan; Chambel, Mª Regina; Zas, Rafael; Voltas, Jordi","Intraspecific responses to climate reveal nonintuitive warming impacts on a widespread thermophilic conifer","New Phytologist","","0028-646X, 1469-8137","10.1111/nph.16656","https://onlinelibrary.wiley.com/doi/abs/10.1111/nph.16656","","2020-06-04","2020-08-14 17:45:05","2020-08-14 17:45:05","2020-08-14 17:45:05","nph.16656","","","","","New Phytol","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y8N7H56B","journalArticle","2018","Lankau, Richard A.; Keymer, Daniel P.","Simultaneous adaptation and maladaptation of tree populations to local rhizosphere microbial communities at different taxonomic scales","New Phytologist","","0028646X","10.1111/nph.14911","http://doi.wiley.com/10.1111/nph.14911","","2018-02","2020-08-14 17:44:57","2020-08-18 03:38:40","2020-08-14 17:44:57","1267-1278","","3","217","","New Phytol","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2? - maybe 2?, they genetically identify soilmicrobiome and monitor performance and survival of trees in local and foreign soil and link this to assisted migration. but not the plant itself</p>","C:\Users\trase\Zotero\storage\RMDMBVKY\Lankau and Keymer - 2018 - Simultaneous adaptation and maladaptation of tree .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIRC8BNT","journalArticle","2015","Pickles, Brian J.; Twieg, Brendan D.; O'Neill, Gregory A.; Mohn, William W.; Simard, Suzanne W.","Local adaptation in migrated interior Douglas‐fir seedlings is mediated by ectomycorrhizas and other soil factors","New Phytologist","","0028-646X, 1469-8137","10.1111/nph.13360","https://onlinelibrary.wiley.com/doi/abs/10.1111/nph.13360","","2015-08","2020-08-14 17:44:49","2020-08-14 17:44:49","2020-08-14 17:44:49","858-871","","3","207","","New Phytol","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TTVYRC59","journalArticle","2015","Kranabetter, J. Marty; Stoehr, Michael; O'Neill, Greg A.","Ectomycorrhizal fungal maladaptation and growth reductions associated with assisted migration of Douglas-fir","New Phytologist","","0028646X","10.1111/nph.13287","http://doi.wiley.com/10.1111/nph.13287","","2015-05","2020-08-14 17:44:48","2020-08-18 03:38:40","2020-08-14 17:44:47","1135-1144","","3","206","","New Phytol","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a-b?</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EIG55KGQ","journalArticle","2017","Newaz, Shah; Dang, Qing-Lai; Man, Rongzhou","Eco-physiological potential of jack pine ( <i>Pinus banksiana</i> ) for assisted northward migration: interactions among photoperiod, [CO <sub>2</sub> ] and moisture stress","Nordic Journal of Botany","","0107055X","10.1111/njb.01325","http://doi.wiley.com/10.1111/njb.01325","","2017-12","2020-08-14 17:44:46","2020-08-14 17:44:46","2020-08-14 17:44:46","633-643","","6","35","","Nordic Journal of Botany","Eco-physiological potential of jack pine ( <i>Pinus banksiana</i> ) for assisted northward migration","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BH8BAPHD","journalArticle","2017","Jordan, Rebecca; Hoffmann, Ary A.; Dillon, Shannon K.; Prober, Suzanne M.","Evidence of genomic adaptation to climate in <i>Eucalyptus microcarpa</i> : Implications for adaptive potential to projected climate change","Molecular Ecology","","0962-1083, 1365-294X","10.1111/mec.14341","https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.14341","","2017-11","2020-08-14 17:44:43","2020-08-18 03:38:40","2020-08-14 17:44:43","6002-6020","","21","26","","Mol Ecol","Evidence of genomic adaptation to climate in <i>Eucalyptus microcarpa</i>","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HZYP26F4","journalArticle","2014","Steane, Dorothy A.; Potts, Brad M.; McLean, Elizabeth; Prober, Suzanne M.; Stock, William D.; Vaillancourt, René E.; Byrne, Margaret","Genome-wide scans detect adaptation to aridity in a widespread forest tree species","Molecular Ecology","","09621083","10.1111/mec.12751","http://doi.wiley.com/10.1111/mec.12751","","2014-05","2020-08-14 17:44:36","2020-08-14 17:44:36","2020-08-14 17:44:36","2500-2513","","10","23","","Mol Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a-4</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZW5JMGQ","journalArticle","2015","Kreyling, Juergen; Schmid, Stephanie; Aas, Gregor","Cold tolerance of tree species is related to the climate of their native ranges","Journal of Biogeography","","03050270","10.1111/jbi.12411","http://doi.wiley.com/10.1111/jbi.12411","","2015-01","2020-08-14 17:44:35","2020-08-18 03:38:40","2020-08-14 17:44:35","156-166","","1","42","","J. Biogeogr.","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","","","","","Higgins, Steven","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U87TDA6S","journalArticle","2012","Kreyling, Juergen; Thiel, Daniel; Simmnacher, Katrin; Willner, Evelin; Jentsch, Anke; Beierkuhnlein, Carl","Geographic origin and past climatic experience influence the response to late spring frost in four common grass species in central Europe","Ecography","","09067590","10.1111/j.1600-0587.2011.07173.x","http://doi.wiley.com/10.1111/j.1600-0587.2011.07173.x","","2012-03","2020-08-14 17:44:01","2020-08-18 03:38:40","2020-08-14 17:44:01","268-275","","3","35","","Ecography","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7UTJFTDV","journalArticle","2012","Miller, Kimberly A.; Miller, Hilary C.; Moore, Jennifer A.; Mitchell, Nicola J.; Cree, Alison; Allendorf, Fred W.; Sarre, Stephen D.; Keall, Susan N.; Nelson, Nicola J.","Securing the Demographic and Genetic Future of Tuatara through Assisted Colonization: Assisted Colonization of Tuatara","Conservation Biology","","08888892","10.1111/j.1523-1739.2012.01902.x","http://doi.wiley.com/10.1111/j.1523-1739.2012.01902.x","","2012-10","2020-08-14 17:43:52","2020-08-14 17:43:52","2020-08-14 17:43:52","790-798","","5","26","","","Securing the Demographic and Genetic Future of Tuatara through Assisted Colonization","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5 - essay</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IP45YHTY","journalArticle","2008","ONeill, Gregory A.; Hamann, Andreas; Wang, Tongli","Accounting for population variation improves estimates of the impact of climate change on species growth and distribution","Journal of Applied Ecology","","00218901, 13652664","10.1111/j.1365-2664.2008.01472.x","http://doi.wiley.com/10.1111/j.1365-2664.2008.01472.x","","2008-08","2020-08-14 17:43:14","2020-08-14 17:43:14","2020-08-14 17:43:14","1040-1049","","4","45","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZK5U4ZCQ","journalArticle","2014","Vizcaíno-Palomar, Natalia; Revuelta-Eugercios, Bárbara; Zavala, Miguel A.; Alía, Ricardo; González-Martínez, Santiago C.","The Role of Population Origin and Microenvironment in Seedling Emergence and Early Survival in Mediterranean Maritime Pine (Pinus pinaster Aiton)","PLoS ONE","","1932-6203","10.1371/journal.pone.0109132","https://dx.plos.org/10.1371/journal.pone.0109132","","2014-10-06","2020-08-14 17:59:46","2020-08-14 17:59:46","2020-08-14 17:59:46","e109132","","10","9","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a - used µsat and suggest applicability for AM</p>","C:\Users\trase\Zotero\storage\2MBUTVEK\Vizcaíno-Palomar et al. - 2014 - The Role of Population Origin and Microenvironment.pdf","","","","Delzon, Sylvain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FQ2LZTTW","journalArticle","2018","Malone, Sparkle L.; Schoettle, Anna W.; Coop, Jonathan D.","The future of subalpine forests in the Southern Rocky Mountains: Trajectories for Pinus aristata genetic lineages","PLOS ONE","","1932-6203","10.1371/journal.pone.0193481","https://dx.plos.org/10.1371/journal.pone.0193481","","2018-03-19","2020-08-14 18:08:00","2020-08-15 18:20:59","2020-08-14 18:08:00","e0193481","","3","13","","PLoS ONE","The future of subalpine forests in the Southern Rocky Mountains","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>3a?</p>","C:\Users\trase\Zotero\storage\GXT24YMJ\Malone et al. - 2018 - The future of subalpine forests in the Southern Ro.pdf","","","","Zang, RunGuo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
