"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Z7KYVAFE","journalArticle","2014","Dade, M. C.; Pauli, N.; Mitchell, N. J.","Mapping a new future: using spatial multiple criteria analysis to identify novel habitats for assisted colonization of endangered species: Multiple criteria analysis to guide assisted colonization","Animal Conservation","","13679430","10.1111/acv.12150","http://doi.wiley.com/10.1111/acv.12150","","2014-12","2020-08-19 01:21:53","2020-08-19 01:25:22","2020-08-19 01:21:53","4-17","","","17","","Anim Conserv","Mapping a new future","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1- modeling only, no genetics. -B.&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29AX7SRJ","journalArticle","2013","Chauvenet, Aliénor L. M.; Ewen, John G.; Armstrong, Doug; Pettorelli, Nathalie","EDITOR'S CHOICE: Saving the hihi under climate change: a case for assisted colonization","Journal of Applied Ecology","","00218901","10.1111/1365-2664.12150","http://doi.wiley.com/10.1111/1365-2664.12150","","2013-12","2020-08-19 01:21:31","2020-08-19 01:21:31","2020-08-19 01:21:31","1330-1340","","6","50","","J Appl Ecol","EDITOR'S CHOICE","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1- modeling only, no genetics. -B.</p>","","","","","Thompson, Des","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRKG5TNN","journalArticle","2013","Kemink, K. M.; Kesler, D. C.","Using movement ecology to inform translocation efforts: a case study with an endangered lekking bird species: Movement ecology informs translocation efforts","Animal Conservation","","13679430","10.1111/acv.12015","http://doi.wiley.com/10.1111/acv.12015","","2013-08","2020-08-19 01:26:05","2020-08-19 01:26:05","2020-08-19 01:26:04","449-457","","4","16","","Anim Conserv","Using movement ecology to inform translocation efforts","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1- telemetry of movement post-translocation, no genetics. -B.&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YDQCZSXH","journalArticle","2013","Hagger, Valerie; Fisher, Diana; Schmidt, Susanne; Blomberg, Simon","Assessing the vulnerability of an assemblage of subtropical rainforest vertebrate species to climate change in south-east Queensland: VULNERABILITY OF RAINFOREST VERTEBRATES","Austral Ecology","","14429985","10.1111/j.1442-9993.2012.02437.x","http://doi.wiley.com/10.1111/j.1442-9993.2012.02437.x","","2013-06","2020-08-19 01:23:23","2020-08-19 01:25:58","2020-08-19 01:23:23","465-475","","4","38","","","Assessing the vulnerability of an assemblage of subtropical rainforest vertebrate species to climate change in south-east Queensland","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>1- no genetics. -B.&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WHEAAMJB","journalArticle","2013","Harrington, Lauren A.; Moehrenschlager, Axel; Gelling, Merryl; Atkinson, Rob P. D.; Hughes, Joelene; Macdonald, David W.","Conflicting and Complementary Ethics of Animal Welfare Considerations in Reintroductions: Welfare in Reintroductions","Conservation Biology","","08888892","10.1111/cobi.12021","http://doi.wiley.com/10.1111/cobi.12021","","2013-06","2020-08-19 01:23:54","2020-08-19 01:25:54","2020-08-19 01:23:54","486-500","","3","27","","Conservation Biology","Conflicting and Complementary Ethics of Animal Welfare Considerations in Reintroductions","","","","","","","en","","","","","DOI.org (Crossref)","","00083","<p>1- animal welfare and ethics. -B.&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WRBJTRR8","journalArticle","2014","Hedrick, Philip W.; Peterson, Rolf O.; Vucetich, Leah M.; Adams, Jennifer R.; Vucetich, John A.","Genetic rescue in Isle Royale wolves: genetic analysis and the collapse of the population","Conservation Genetics","","1566-0621, 1572-9737","10.1007/s10592-014-0604-1","http://link.springer.com/10.1007/s10592-014-0604-1","","2014-10","2020-08-19 01:24:06","2020-08-19 01:25:53","2020-08-19 01:24:06","1111-1121","","5","15","","Conserv Genet","Genetic rescue in Isle Royale wolves","","","","","","","en","","","","","DOI.org (Crossref)","","00065","<p>2- genetic rescue, microsatellite heterozygosity but no climate related genetic factors. -B. </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GGUSVQU4","journalArticle","2015","Heikkinen, Risto K.; Pöyry, Juha; Virkkala, Raimo; Bocedi, Greta; Kuussaari, Mikko; Schweiger, Oliver; Settele, Josef; Travis, Justin M.J.","Modelling potential success of conservation translocations of a specialist grassland butterfly","Biological Conservation","","00063207","10.1016/j.biocon.2015.09.028","https://linkinghub.elsevier.com/retrieve/pii/S0006320715301208","","2015-12","2020-08-19 01:24:07","2020-08-19 01:25:53","2020-08-19 01:24:07","200-206","","","192","","Biological Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","00018","<p>1- modeling but no genetics. -B.&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7TW6JCDC","journalArticle","2017","Helmstedt, K. J.; Possingham, H. P.","Costs are key when reintroducing threatened species to multiple release sites","Animal Conservation","","13679430","10.1111/acv.12319","http://doi.wiley.com/10.1111/acv.12319","","2017-08","2020-08-19 01:24:09","2020-08-19 01:25:52","2020-08-19 01:24:09","331-340","","4","20","","Anim Conserv","","","","","","","","en","","","","","DOI.org (Crossref)","","00004","; <p>1- evaluates costs of different reintroduction scenarios, no AM, no genetics. -B.</p>","C:\Users\trase\Zotero\storage\Y9Y6QJC8\Helmstedt and Possingham - 2017 - Costs are key when reintroducing threatened specie.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"727X8UBR","journalArticle","2014","Homburg, Katharina; Brandt, Patric; Drees, Claudia; Assmann, Thorsten","Evolutionarily significant units in a flightless ground beetle show different climate niches and high extinction risk due to climate change","Journal of Insect Conservation","","1366-638X, 1572-9753","10.1007/s10841-014-9685-x","http://link.springer.com/10.1007/s10841-014-9685-x","","2014-10","2020-08-19 01:24:46","2020-08-19 01:25:49","2020-08-19 01:24:46","781-790","","5","18","","J Insect Conserv","","","","","","","","en","","","","","DOI.org (Crossref)","","00015","<p>1- modeling but no genetics (ESUs identified in a previous study). -B.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GFHJZTYF","journalArticle","2019","Hotta, Masanobu; Tsuyama, Ikutaro; Nakao, Katsuhiro; Ozeki, Masaaki; Higa, Motoki; Kominami, Yuji; Hamada, Takashi; Matsui, Tetsuya; Yasuda, Masatsugu; Tanaka, Nobuyuki","Modeling future wildlife habitat suitability: serious climate change impacts on the potential distribution of the Rock Ptarmigan Lagopus muta japonica in Japan’s northern Alps","BMC Ecology","","1472-6785","10.1186/s12898-019-0238-8","https://bmcecol.biomedcentral.com/articles/10.1186/s12898-019-0238-8","","2019-12","2020-08-19 01:24:47","2020-08-19 01:25:49","2020-08-19 01:24:47","23","","1","19","","BMC Ecol","Modeling future wildlife habitat suitability","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>1- modeling but no genetics. -B.&nbsp;</p>","C:\Users\trase\Zotero\storage\2HAAIPCC\Hotta et al. - 2019 - Modeling future wildlife habitat suitability seri.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L6V56PDS","journalArticle","2013","Jaeschke, Anja; Bittner, Torsten; Reineking, Björn; Beierkuhnlein, Carl","Can they keep up with climate change? - Integrating specific dispersal abilities of protected Odonata in species distribution modelling: <i>Dispersal ability and climate change</i>","Insect Conservation and Diversity","","1752458X","10.1111/j.1752-4598.2012.00194.x","http://doi.wiley.com/10.1111/j.1752-4598.2012.00194.x","","2013-01","2020-08-19 01:25:11","2020-08-19 01:25:43","2020-08-19 01:25:11","93-103","","1","6","","","Can they keep up with climate change?","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>1- modeling but no genetics. -B.&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MP65XEHV","journalArticle","2012","Laws, Rebecca J.; Kesler, Dylan C.","A Bayesian network approach for selecting translocation sites for endangered island birds","Biological Conservation","","00063207","10.1016/j.biocon.2012.05.016","https://linkinghub.elsevier.com/retrieve/pii/S0006320712002650","","2012-10","2020-08-19 01:40:16","2020-08-19 01:40:16","2020-08-19 01:40:16","178-185","","","155","","Biological Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 - no direct genetics, although the climate change models used 500 for their assumption of minimizing inbreeding/loss of genetic diversity ts</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INEJDI8H","journalArticle","2012","Landis, D. A.; Fiedler, A. K.; Hamm, C. A.; Cuthrell, D. L.; Schools, E. H.; Pearsall, D. R.; Herbert, M. E.; Doran, P. J.","Insect conservation in Michigan prairie fen: addressing the challenge of global change","Journal of Insect Conservation","","1366-638X, 1572-9753","10.1007/s10841-011-9398-3","http://link.springer.com/10.1007/s10841-011-9398-3","","2012-02","2020-08-19 01:40:07","2020-08-19 01:40:07","2020-08-19 01:40:07","131-142","","1","16","","J Insect Conserv","Insect conservation in Michigan prairie fen","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 - no genetics except discussion ts</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
